,Title,Summary,Director,Writer,Main Genres,Release Year,Runtime (Minutes),Rating (Out of 10),metadata
8227,zombie strippers!,A zombie epidemic spreads throughout a strip club in Nebraska.,Jay Lee,Jay Lee,"Comedy,Horror,Sci-Fi",2008.0,94.0,4.1,zombie epidemic spread throughout strip club nebraska jay lee jay lee comedy horror sci fi
8228,hoot,"A young man (Lerman) moves from Montana to Florida with his family, where he's compelled to engage in a fight to protect a population of endangered owls.",Wil Shriner,"Carl Hiaasen,Wil Shriner","Adventure,Comedy,Family",2006.0,95.0,5.5,young man lerman move montana florida family compelled engage fight protect population endangered owl carl hiaasen wil shriner wil shriner adventure comedy family
8229,secrets,"A dark tale of sexual experimentation and perversion when a young couple escape to a beach house in order to sort out their relationship, but find themselves entangled in a trap set by a seductive stranger.",Jose Javier Reyes,Jose Javier Reyes,Drama,2022.0,103.0,5.2,dark tale sexual experimentation perversion young couple escape beach house order sort relationship find entangled trap set seductive stranger jose javier reyes jose javier reyes drama
8230,dreamscape,A man who can enter and manipulate people's dreams is recruited by a government agency to help cure the President of the United States of his nightmares about nuclear war but stumbles upon an assassination plot.,Joseph Ruben,"Chuck Russell,Joseph Ruben,David Loughery","Action,Adventure,Horror",1984.0,99.0,6.3,man enter manipulate people dream recruited government agency help cure president united state nightmare nuclear war stumble upon assassination plot chuck russell joseph ruben david loughery joseph ruben action adventure horror
8231,the protector,"A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective, Kham must take on all comers, including a gang led by an evil woman and her two deadly bodyguards.",Prachya Pinkaew,"Joe Wannapin,Piyaros Thongdee,Napalee","Action,Crime,Drama",2005.0,111.0,7.0,young fighter named kham must go australia retrieve stolen elephant help thai born australian detective kham must take comer including gang led evil woman two deadly bodyguard joe wannapin piyaros thongdee napalee prachya pinkaew action crime drama
8232,a secret promise,"Hilarity ensues when a handsome businessman goes undercover in New York City as a ""Homeless Billionaire.""","Fred Manocherian,Fraydun Manocherian","Fraydun Manocherian,Fred Manocherian","Comedy,Drama,Romance",2011.0,88.0,5.2,hilarity ensues handsome businessman go undercover new york city homeless billionaire fraydun manocherian fred manocherian fred manocherian fraydun manocherian comedy drama romance
8233,vampire in brooklyn,A Caribbean vampire seduces a Brooklyn police officer who has no idea that she is half-vampire.,Wes Craven,"Vernon Lynch,Charlie Murphy,Eddie Murphy","Comedy,Fantasy,Horror",1995.0,100.0,4.6,caribbean vampire seduces brooklyn police officer idea half vampire vernon lynch charlie murphy eddie murphy wes craven comedy fantasy horror
8234,cronos,"A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.",Guillermo del Toro,Guillermo del Toro,"Drama,Fantasy,Horror",1992.0,94.0,6.7,mysterious device designed provide owner eternal life resurfaces four hundred year leaving trail destruction path guillermo del toro guillermo del toro drama fantasy horror
8235,"20,000 species of bees","During a summer in a village house linked to beekeeping, an eight-year-old and her mother experience revelations that will change their lives forever.",Estibaliz Urresola Solaguren,Estibaliz Urresola Solaguren,Drama,2023.0,128.0,6.8,summer village house linked beekeeping eight year old mother experience revelation change life forever estibaliz urresola solaguren estibaliz urresola solaguren drama
8236,holy motors,"A man boards a limousine to be driven to his day's work: nine mysterious ""appointments.""",Leos Carax,Leos Carax,"Drama,Fantasy",2012.0,115.0,7.0,man board limousine driven day work nine mysterious appointment leo carax leo carax drama fantasy
8237,tiffany jones,"Light-hearted and occasionally unclothed adaptation of a British comic strip in the over-the-top, on-beyond-Bond spy fantasy vein.",Pete Walker,"Pat Tourret,Alfred Shaughnessy,Jenny Butterworth",Comedy,1973.0,90.0,4.7,light hearted occasionally unclothed adaptation british comic strip top beyond bond spy fantasy vein pat tourret alfred shaughnessy jenny butterworth pete walker comedy
8238,pet,A man bumps into an old crush and holds her captive underneath the animal shelter where he works.,Carles Torrens,Jeremy Slater,"Horror,Thriller",2016.0,94.0,5.7,man bump old crush hold captive underneath animal shelter work jeremy slater carles torrens horror thriller
8239,the two jakes,"The sequel to Chinatown (1974) finds J.J. ""Jake"" Gittes investigating adultery and murder, and the money that comes from oil.",Jack Nicholson,,"Crime,Drama,Mystery",1990.0,137.0,6.1,sequel chinatown find j j jake gittes investigating adultery murder money come oil jack nicholson crime drama mystery
8240,nightbooks,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",David Yarovesky,"Mikki Daughtry,J.A. White,Tobias Iaconis","Family,Fantasy,Horror",2021.0,103.0,5.8,alex boy obsessed scary story imprisoned evil young witch contemporary new york city apartment mikki daughtry j white tobias iaconis david yarovesky family fantasy horror
8241,tekken,Jin Kazama witnesses the death of his mother Jun by Tekken in the slums known as Anvil. After finding a Tekken ID he decides to seek out vengeance for his mother's death.,Dwight H. Little,Alan B. McElroy,"Action,Crime,Drama",2010.0,91.0,4.8,jin kazama witness death mother jun tekken slum known anvil finding tekken id decides seek vengeance mother death alan b mcelroy dwight h little action crime drama
8242,ten little indians,"Ten people are invited to go on an African safari, only to find that an unseen person is killing them one by one. Could one of them be the killer?",Alan Birkinshaw,"Jackson Hunsicker,Gerry O'Hara,Agatha Christie","Crime,Mystery,Thriller",1989.0,100.0,4.7,ten people invited go african safari find unseen person killing one one could one killer jackson hunsicker gerry hara agatha christie alan birkinshaw crime mystery thriller
8243,white nights,"A Russian American ballet dancer's airplane is forced to land in USSR, where he's ""repatriated"". He stays with an American man married to a Russian. Will the American help him flee USSR?",Taylor Hackford,"Eric Hughes,Nancy Dowd,Nancy Dowd(uncredited),James Goldman","Drama,Music",1985.0,136.0,6.6,russian american ballet dancer airplane forced land ussr repatriated stay american man married russian american help flee ussr eric hughes nancy dowd nancy dowd uncredited james goldman taylor hackford drama music
8244,proof of life,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.",Taylor Hackford,"Thomas Hargrove,Tony Gilroy,William Prochnau,Thomas Hargrove(inspiration),William Prochnau(inspiration)","Action,Drama,Thriller",2000.0,135.0,6.3,alice hire professional negotiator obtain release engineer husband kidnapped anti government guerrilla south america thomas hargrove tony gilroy william prochnau thomas hargrove inspiration william prochnau inspiration taylor hackford action drama thriller
8245,tales from the crypt: demon knight,High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.,Ernest R. Dickerson,"Ethan Reiff,Cyrus Voris,Mark Bishop","Action,Fantasy,Horror",1995.0,92.0,6.7,high level demon collect low level demon warrior attempt obtain key containing blood christ key guarded immortal warrior called demon knight ethan reiff cyrus voris mark bishop ernest r dickerson action fantasy horror
8246,kill command,"Set in a near future, technology-reliant society that pits man against killing machines.",Steven Gomez,Steven Gomez,"Action,Horror,Sci-Fi",2016.0,99.0,5.7,set near future technology reliant society pit man killing machine steven gomez steven gomez action horror sci fi
8247,handsome devil,Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,John Butler,John Butler,"Comedy,Drama,Sport",2016.0,95.0,7.0,ned conor forced share bedroom boarding school loner star athlete rugby mad school form unlikely friendship tested authority john butler john butler comedy drama sport
8248,dark angel,A Renegade Cop is forced to work with an FBI Agent in order to bring down a group of Drug Dealers with sinister plans.,Craig R. Baxley,"Jonathan Tydor,David Koepp","Action,Crime,Horror",1990.0,91.0,6.1,renegade cop forced work fbi agent order bring group drug dealer sinister plan jonathan tydor david koepp craig r baxley action crime horror
8249,time of the gypsies,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",Emir Kusturica,"Emir Kusturica,Gordan Mihic","Comedy,Crime,Drama",1988.0,142.0,8.1,luminous tale set area around sarajevo italy perhan engaging young romany gypsy telekinetic power seduced quick cash world petty crime threatens destroy love emir kusturica gordan mihic emir kusturica comedy crime drama
8250,102 dalmatians,Cruella DeVil gets out of prison and goes after the puppies once more.,Kevin Lima,"Dodie Smith,Kristen Buckley,Brian Regan","Adventure,Comedy,Family",2000.0,100.0,4.8,cruella devil get prison go puppy dodie smith kristen buckley brian regan kevin lima adventure comedy family
